"","Company...Maker.if.known.","Specific.Bean.Origin.or.Bar.Name","REF","Review.Date","Cocoa.Percent","Company.Location","Rating","Bean.Type","Broad.Bean.Origin"
"557","Dormouse","Non Pariel Estate",1880,2016,"75%","U.K.",2.75,"Trinitario","Grenada"
"558","Dormouse","Rio Caribe, Batch 7",1672,2015,"70%","U.K.",2.5,"Trinitario","Venezuela"
"559","Dormouse","Colombia, Batch 9",1676,2015,"80%","U.K.",2.75,"Criollo, Trinitario","Colombia"
"560","Dormouse","Madagascar, Batch 8",1676,2015,"77%","U.K.",2.75,"Criollo, Trinitario","Madagascar"
"561","Duffy's","Rio Dulce, Xoco",1662,2015,"70%","U.K.",4,"Criollo","Guatemala"
"562","Duffy's","Chuno, Xoco",1331,2014,"70%","U.K.",3.5,"Criollo","Nicaragua"
"563","Duffy's","Rico Rugoso, Xoco",1331,2014,"76%","U.K.",3.75,"Criollo","Nicaragua"
"564","Duffy's","Ocumare",923,2012,"72%","U.K.",3.75," ","Venezuela"
"565","Duffy's","Indio Rojo, Xoco",623,2011,"72%","U.K.",3.75,"Criollo","Honduras"
"566","Duffy's","Dominican Republic",661,2011,"65%","U.K.",3.5," ","Dominican Republic"
"567","Duffy's","Bocas del Toro, Tierra Oscura",697,2011,"72%","U.K.",3," ","Panama"
"568","Duffy's","Nicaliso, Xoco",697,2011,"71%","U.K.",3.25,"Criollo","Nicaragua"
"569","Duffy's","Ocumare",765,2011,"71%","U.K.",3.5," ","Venezuela"
"570","Duffy's","Panama",516,2010,"70%","U.K.",3.5," ","Panama"
"571","Duffy's","Corazon del Ecuador, Calceta beans",516,2010,"72%","U.K.",3.75," ","Ecuador"
"572","Duffy's","Star of Ecuador",523,2010,"70%","U.K.",2.5," ","Ecuador"
"573","Duffy's","Star of Peru",523,2010,"70%","U.K.",3.75," ","Peru"
"574","Dulcinea","Dominican Republic",1506,2015,"70%","U.S.A.",3.25," ","Dominican Republic"
"575","Durand","Madagascar",841,2012,"82%","France",2.75,"Trinitario","Madagascar"
"576","Durci","Maranon, Joya Rara",1626,2015,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru"
"577","Durci","Rio Caribe, Tepui Treasure",1626,2015,"70%","U.S.A.",3.5,"Trinitario","Venezuela"
"578","Durci","Taino Secret",1630,2015,"70%","U.S.A.",3.25," ","Domincan Republic"
"579","Durci","Carenero, Empyrean Sabor",1630,2015,"70%","U.S.A.",3.25,"Trinitario","Venezuela"
"580","Durci","Corona Arriba",1630,2015,"70%","U.S.A.",4," ","Ecuador"
"581","East Van Roasters","Peru",1343,2014,"70%","Canada",3.25," ","Peru"
"582","East Van Roasters","Madagascar",1343,2014,"70%","Canada",3.5,"Trinitario","Madagascar"
"583","East Van Roasters","Dominican Republic",1343,2014,"70%","Canada",3.75," ","Dominican Republic"
"584","Eau de Rose","Tumaco",1812,2016,"70%","Canada",3.25," ","Colombia"
"585","Eau de Rose","Arauca",1812,2016,"70%","Canada",3.25," ","Colombia"
"586","Eclat (Felchlin)","Maranon, Good & Evil, w/ nibs",919,2012,"72%","U.S.A.",2.75,"Forastero (Nacional)","Peru"
"587","Edelmond","Porcelana",1876,2016,"68%","Germany",3,"Criollo","Venezuela"
"588","El Ceibo","Alto Beni, Covendo Region",709,2011,"75%","Bolivia",3.75," ","Bolivia"
"589","El Ceibo","Alto Beni",252,2008,"71%","Bolivia",2.75," ","Bolivia"
"590","El Rey","San Joaquin",1662,2015,"70%","Venezuela",3.75," ","Venezuela"
"591","El Rey","Rio Caribe, Cariaco",439,2009,"60.5%","Venezuela",2.75,"Trinitario","Venezuela"
"592","El Rey","Rio Caribe, Macuro",439,2009,"70%","Venezuela",3,"Trinitario","Venezuela"
"593","El Rey","Carenero Superior, Apamate",206,2008,"74%","Venezuela",2.5,"Criollo","Venezuela"
"594","El Rey","Carenero Superior, Bucare",206,2008,"58%","Venezuela",2.5,"Criollo","Venezuela"
"595","El Rey","Carenero Superior, Mijao",206,2008,"61%","Venezuela",3,"Criollo","Venezuela"
"596","El Rey","Carenero Superior, Gran Saman",32,2006,"70%","Venezuela",2.75,"Criollo","Venezuela"
"597","Emerald Estate","Emerald Estate",1137,2013,"60%","St. Lucia",2.75," ","St. Lucia"
"598","Emerald Estate","Emerald Estate",1137,2013,"70%","St. Lucia",3.25," ","St. Lucia"
"599","Emily's","Patanemo",1450,2015,"79%","Japan",3," ","Venezuela"
"600","Emily's","Peru",1454,2015,"78%","Japan",3.5,"Criollo","Peru"
"601","ENNA","Wampusirpi, batch 007",1916,2016,"75%","U.S.A.",3.25," ","Honduras"
"602","Enric Rovira (Claudio Corallo)","Terreiro Velho P.",565,2010,"80%","Spain",3.25,"Forastero","Sao Tome & Principe"
"603","Erithaj (A. Morin)","Ben Tre",1205,2014,"70%","France",3.25,"Trinitario","Vietnam"
"604","Erithaj (A. Morin)","Ham Luong",1209,2014,"80%","France",3,"Trinitario","Vietnam"
"605","Erithaj (A. Morin)","Ba Lai",1209,2014,"74%","France",3.25,"Trinitario","Vietnam"
"606","Escazu","Rio Caribe",903,2012,"70%","U.S.A.",2.75,"Trinitario","Venezuela"
"607","Escazu","Guapiles",414,2009,"65%","U.S.A.",2," ","Costa Rica"
"608","Escazu","Carenero Superior",423,2009,"81%","U.S.A.",3.5,"Criollo","Venezuela"
"609","Escazu","Carenero, Guapiles, Ocumare blend",431,2009,"74%","U.S.A.",2.75," ","Cost Rica, Ven"
"610","Escazu","Ocumare",252,2008,"72%","U.S.A.",3,"Criollo","Venezuela"
"611","Ethel's Artisan (Mars)","Peru, Madagascar",666,2011,"55%","U.S.A.",2.5," ","Peru, Madagascar"
"612","Ethel's Artisan (Mars)","Trinidad",666,2011,"55%","U.S.A.",2.5,"Trinitario","Trinidad"
"613","Ethel's Artisan (Mars)","Porcelana",666,2011,"70%","U.S.A.",2.5,"Criollo (Porcelana)","Venezuela"
"614","Ethel's Artisan (Mars)","Venezuela, Trinidad",672,2011,"62%","U.S.A.",2.5," ","Venezuela, Trinidad"
"615","Ethereal","Belize",1275,2014,"80%","U.S.A.",3,"Trinitario","Belize"
"616","Ethereal","Ecuador",1275,2014,"80%","U.S.A.",3.5," ","Ecuador"
"617","Ethereal","Dominican Republic",1275,2014,"80%","U.S.A.",3.75," ","Dominican Republic"
"618","Fearless (AMMA)","Monte Alegre, D. Badaro, Raw, Organic",565,2010,"75%","U.S.A.",2.75," ","Brazil"
"619","Feitoria Cacao","Blue Mountain",1732,2016,"76%","Portugal",3," ","Jamaica"
"620","Feitoria Cacao","Cuyagua",1736,2016,"76%","Portugal",2.5," ","Venezuela"
"621","Feitoria Cacao","Maya Mountain",1736,2016,"76%","Portugal",2.75,"Trinitario","Belize"
"622","Felchlin","Grenada",494,2010,"58%","Switzerland",3.5,"Trinitario","Grenada"
"623","Felchlin","Elvesia P.",105,2006,"74%","Switzerland",3,"Trinitario, Criollo","Dominican Republic"
"624","Felchlin","Madagascar, Grand Cru",48,2006,"64%","Switzerland",3,"Criollo","Madagascar"
"625","Felchlin","Maracaibo Clasificado",48,2006,"65%","Switzerland",3,"Criollo","Venezuela"
"626","Felchlin","Arriba",48,2006,"72%","Switzerland",3.5,"Forastero (Arriba)","Ecuador"
"627","Felchlin","Alto Beni, Cru Savage",56,2006,"68%","Switzerland",4,"Criollo (Wild)","Bolivia"
"628","Finca","Puerto Rico",1283,2014,"65%","U.S.A.",2.25," ","Puerto Rico"
"629","Finca","Dominican Republic",1283,2014,"80%","U.S.A.",3," ","Dominican Republic"
"630","Finca","Dominican Republic",1283,2014,"70%","U.S.A.",3.25," ","Dominican Republic"
"631","Finca","Dominican Republic",1287,2014,"85%","U.S.A.",2.5," ","Dominican Republic"
"632","Forever Cacao","Rio Eni",1267,2014,"72%","U.K.",2.75,"Criollo","Peru"
"633","Forteza (Cortes)","Dominican Republic",1776,2016,"70%","Puerto Rico",2.75," ","Domincan Republic"
"634","Forteza (Cortes)","Puerto Rico",1776,2016,"80%","Puerto Rico",2.75," ","Domincan Republic"
"635","Fossa","Akesson's E., Sambirano V.",1772,2016,"70%","Singapore",2.75," ","Madagascar"
"636","Fossa","Camino Verde P., Balao, Guayas",1776,2016,"75%","Singapore",3.5," ","Ecuador"
"637","Fossa","Kokoa Kamili Coop, Kilombero",1776,2016,"67%","Singapore",3.75,"Trinitario","Tanzania"
"638","Franceschi","Choroni",1355,2014,"70%","Venezuela",3.5," ","Venezuela"
"639","Franceschi","Ocumare",1355,2014,"70%","Venezuela",3.75," ","Venezuela"
"640","Franceschi","Canoabo",911,2012,"70%","Venezuela",3.75," ","Venezuela"
"641","Franceschi","Sur del Lago",915,2012,"60%","Venezuela",3.5," ","Venezuela"
"642","Frederic Blondeel","Costa Rica",1538,2015,"70%","Belgium",3.5," ","Costa Rica"
"643","Frederic Blondeel","Peru Brutus",1538,2015,"75%","Belgium",3.5," ","Peru"
"644","Frederic Blondeel","Vietnam",1542,2015,"80%","Belgium",3,"Trinitario","Vietnam"
"645","Frederic Blondeel","Ghana",1351,2014,"60%","Belgium",3.5,"Forastero","Ghana"
"646","Frederic Blondeel","Madagascar",1351,2014,"65%","Belgium",3.5,"Trinitario","Madagascar"
"647","French Broad","Norandino, batch 161208",1940,2017,"70%","U.S.A.",3.5," ","Peru"
"648","French Broad","Guatemala",1634,2015,"73%","U.S.A.",3.5," ","Guatemala"
"649","French Broad","San Andres",1209,2014,"80%","U.S.A.",3," ","Costa Rica"
"650","French Broad","Matagalpa",1295,2014,"68%","U.S.A.",3.25," ","Nicaragua"
"651","French Broad","Palo Blanco, Chulucanas",1042,2013,"66%","U.S.A.",3.5," ","Peru"
"652","French Broad","Tumbes Coop",883,2012,"70%","U.S.A.",2.5,"Criollo","Peru"
"653","French Broad","Palo Blanco, Chulucanas",883,2012,"61%","U.S.A.",3.5," ","Peru"
"654","French Broad","Palo Blanco w/ panela, Chulucanas",887,2012,"81%","U.S.A.",2," ","Peru"
"655","French Broad","Maranon Canyon, Fortunato No. 4",781,2011,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru"
"656","French Broad","La Red",785,2011,"65%","U.S.A.",3.5," ","Dominican Republic"
"657","Fresco","Maranon, #228, MR, SC",1383,2014,"70%","U.S.A.",3,"Forastero (Nacional)","Peru"
"658","Fresco","Maranon, #227, LR, MC",1383,2014,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru"
"659","Fresco","Maranon, #229, MR, LC",1383,2014,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru"
"660","Fresco","Maranon, #230, DR, LC",1387,2014,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru"
"661","Fresco","Conacado, #223, MR, SC",1030,2013,"72%","U.S.A.",3.25," ","Dominican Republic"
"662","Fresco","Conacado, #224, MR, MC",1081,2013,"72%","U.S.A.",3.75," ","Dominican Republic"
"663","Fresco","San Martin, Bellavista Coop, #226, DR, MC",1117,2013,"70%","U.S.A.",3.75," ","Peru"
"664","Fresco","Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,"70%","U.S.A.",4,"Trinitario","Peru"
"665","Fresco","Markham Valley, #219, LR, MC",899,2012,"69%","U.S.A.",3.5," ","Papua New Guinea"
"666","Fresco","Markham Valley, #221, DR, MC",899,2012,"69%","U.S.A.",3.5," ","Papua New Guinea"
"667","Fresco","Sambirano Valley, #216, MR, LC",915,2012,"74%","U.S.A.",4,"Trinitario","Madagascar"
"668","Fresco","Markham Valley, #220, MR, MC",927,2012,"69%","U.S.A.",4,"Trinitario","Papua New Guinea"
"669","Fresco","Markham Valley, #222, LR, 0C",931,2012,"69%","U.S.A.",3,"Trinitario","Papua New Guinea"
"670","Fresco","Ghana, #211, MR, MC",636,2011,"74%","U.S.A.",2.75,"Forastero","Ghana"
"671","Fresco","Jamaica, #209, DR, SC",642,2011,"70%","U.S.A.",3.25,"Trinitario","Jamaica"
"672","Fresco","Conacado, #212, LR, SC",642,2011,"72%","U.S.A.",3.5," ","Dominican Republic"
"673","Fresco","Jamaica, #210, DR, MC",642,2011,"70%","U.S.A.",3.5,"Trinitario","Jamaica"
"674","Fresco","Sambirano Valley, #214, LR, MC",682,2011,"74%","U.S.A.",2.75,"Trinitario","Madagascar"
"675","Fresco","Conacado, #213, DR, -C",682,2011,"72%","U.S.A.",3.25," ","Dominican Republic"
"676","Fresco","Sambirano Valley, #215, MR, MC",688,2011,"74%","U.S.A.",3,"Trinitario","Madagascar"
"677","Fresco","Chuao, #218, MR, MC",745,2011,"76%","U.S.A.",3.25,"Trinitario","Venezuela"
"678","Fresco","Chuao, #217, DR, MC",745,2011,"70%","U.S.A.",4,"Trinitario","Venezuela"
"679","Fresco","Jamaica, #204, DR, SC",370,2009,"80%","U.S.A.",2.75,"Trinitario","Jamaica"
"680","Fresco","Jamaica, #206, DR, LC",370,2009,"70%","U.S.A.",3,"Trinitario","Jamaica"
"681","Fresco","Jamaica, #205, DR, MC",370,2009,"70%","U.S.A.",3.25,"Trinitario","Jamaica"
"682","Fresco","Carenero Superior, #203, MR, SC",370,2009,"65%","U.S.A.",3.5,"Criollo","Venezuela"
"683","Friis Holm","Rugoso, Bad Fermentation",1912,2016,"70%","Denmark",3.5," ","Nicaragua"
"684","Friis Holm (Bonnat)","La Dalia",1680,2015,"60%","Denmark",3," ","Nicaragua"
"685","Friis Holm (Bonnat)","La Dalia",1680,2015,"85%","Denmark",3.25," ","Nicaragua"
"686","Friis Holm (Bonnat)","La Dalia",1259,2014,"70%","Denmark",3.5," ","Nicaragua"
"687","Friis Holm (Bonnat)","Barba, Xoco",1034,2013,"70%","Denmark",3.25," ","Nicaragua"
"688","Friis Holm (Bonnat)","Medagla, Xoco",1034,2013,"70%","Denmark",3.5," ","Nicaragua"
"689","Friis Holm (Bonnat)","Chuno, triple turned, Xoco",895,2012,"70%","Denmark",3.25,"Criollo, Trinitario","Nicaragua"
"690","Friis Holm (Bonnat)","Red Mayan, Xoco",899,2012,"70%","Denmark",3.25,"Criollo, Trinitario","Honduras"
"691","Friis Holm (Bonnat)","Chuno, double turned, Xoco",899,2012,"70%","Denmark",3.25,"Criollo, Trinitario","Nicaragua"
"692","Friis Holm (Bonnat)","Rugoso, Xoco",923,2012,"70%","Denmark",3.75," ","Nicaragua"
"693","Friis Holm (Bonnat)","Johe, Xoco",623,2011,"70%","Denmark",3.25,"Criollo, Trinitario","Nicaragua"
"694","Friis Holm (Bonnat)","Chuno, Xoco",623,2011,"70%","Denmark",3.5,"Criollo, Trinitario","Nicaragua"
"695","Friis Holm (Bonnat)","Nicaliso, Xoco",623,2011,"70%","Denmark",3.5,"Criollo, Trinitario","Nicaragua"
"696","Fruition","Wild Bolivian, Batch 2",1780,2016,"74%","U.S.A.",3.75,"Beniano","Bolivia"
"697","Fruition","Coto Brus, Heirloom, Batch 1",1780,2016,"74%","U.S.A.",4,"Amazon mix","Costa Rica"
"698","Fruition","Gran Couva",1347,2014,"70%","U.S.A.",3.75,"Trinitario","Trinidad"
"699","Fruition","Maranon",1359,2014,"76%","U.S.A.",3,"Forastero (Nacional)","Peru"
"700","Fruition","La Red",1046,2013,"70%","U.S.A.",3.75," ","Dominican Republic"
"701","Fruition","Camino Verde",1185,2013,"75%","U.S.A.",3," ","Ecuador"
"702","Fruition","Peru",863,2012,"70%","U.S.A.",2.5," ","Peru"
"703","Fruition","Signature Blend",753,2011,"66%","U.S.A.",3.25,"Trinitario","Costa Rica"
"704","Fruition","Costa Rica",781,2011,"70%","U.S.A.",3," ","Costa Rica"
"705","Garden Island","Kaua'I, Alea Estate +world",1367,2014,"85%","U.S.A.",2.5,"Blend","Hawaii"
"706","Georgia Ramon","Akesson P.",1642,2015,"65%","Germany",3.25,"Trinitario","Madagascar"
"707","Georgia Ramon","ABOCFA Coop",1642,2015,"70%","Germany",4,"Forastero","Ghana"
"708","Georgia Ramon","Conacado Coop",1646,2015,"70%","Germany",3.5,"Trinitario","Domincan Republic"
"709","Georgia Ramon","Conacado Coop",1646,2015,"80%","Germany",3.5,"Trinitario","Domincan Republic"
"710","Georgia Ramon","Akesson P.",1646,2015,"75%","Germany",3.5,"Trinitario","Madagascar"
"711","Glennmade","Toledo District, 2015 Harvest",1848,2016,"70%","U.S.A.",3.5," ","Belize"
"712","Glennmade","Bahia",1672,2015,"66%","U.S.A.",3,"Trinitario, Forastero","Brazil"
"713","Goodnow Farms","Almendra Blanca, batch 1004",1924,2016,"77%","U.S.A.",2.75," ","Mexico"
"714","Goodnow Farms","El Carmen, batch 1003",1924,2016,"77%","U.S.A.",3.25," ","Nicaragua"
"715","Goodnow Farms","Asochivite, batch 1005",1924,2016,"77%","U.S.A.",3.25," ","Guatemala"
"716","Grand Place","Ben Tre, Dong Nai",741,2011,"72%","Vietnam",3,"Trinitario","Vietnam"
"717","Green Bean to Bar","Madagascar",1896,2016,"70%","Japan",3.5," ","Madagascar"
"718","Grenada Chocolate Co.","Grenada",494,2010,"82%","Grenada",3.25,"Trinitario","Grenada"
"719","Grenada Chocolate Co.","Grenada",363,2009,"60%","Grenada",2.75,"Trinitario","Grenada"
"720","Grenada Chocolate Co.","Grenada",241,2008,"71%","Grenada",2.5,"Trinitario","Grenada"
"721","Guido Castagna","Arriba",355,2009,"64%","Italy",3,"Forastero (Arriba) ASS","Ecuador"
"722","Guido Castagna","Ghana",355,2009,"64%","Italy",3,"Forastero","Ghana"
"723","Guido Castagna","Trinidad & Tobago",355,2009,"64%","Italy",3," ","Trinidad, Tobago"
"724","Guido Castagna","Lacri Blend",355,2009,"76%","Italy",3," ","Venezuela"
"725","Guido Castagna","Blend",355,2009,"64%","Italy",3.25," ","Ven, Trinidad, Ecuador"
"726","Guittard","Haiti",1053,2013,"65%","U.S.A.",2.75," ","Haiti"
"727","Guittard","Nicaragua",1053,2013,"65%","U.S.A.",2.75," ","Nicaragua"
"728","Guittard","Jamaica",1053,2013,"65%","U.S.A.",3.25,"Trinitario","Jamaica"
"729","Guittard","Ecuador",1053,2013,"65%","U.S.A.",3.5," ","Ecuador"
"730","Guittard","Trinidad",552,2010,"65%","U.S.A.",3,"Trinitario","Trinidad"
"731","Guittard","O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,"55%","U.S.A.",3," ","Hawaii"
"732","Guittard","Machu Pichu",259,2008,"65%","U.S.A.",3," ","Peru"
"733","Guittard","Ocumare",276,2008,"65%","U.S.A.",3.5," ","Venezuela"
"734","Guittard","Chucuri",15,2006,"65%","U.S.A.",3,"Trinitario","Colombia"
"735","Guittard","Sur del Lago",87,2006,"65%","U.S.A.",2.5,"Trinitario, Criollo","Venezuela"
"736","Guittard","Sambirano, Ambanja",87,2006,"65%","U.S.A.",3.5,"Criollo, +","Madagascar"
"737","Guittard","Los Rios, Quevedo",93,2006,"65%","U.S.A.",3.5,"Forastero (Arriba)","Ecuador"
"738","Habitual","Papua New Guinea",1197,2014,"80%","Canada",2.75," ","Papua New Guinea"
"739","Habitual","Dominican Republic",1197,2014,"75%","Canada",3.25," ","Dominican Republic"
"740","Habitual","Sharkey",1201,2014,"66%","Canada",3.25," ","Hawaii"
"741","Hachez","Arriba",166,2007,"77%","Germany",2.5,"Forastero (Arriba)","Ecuador"
"742","Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,"55%","Ecuador",2.75,"Trinitario","Ecuador"
"743","Hacienda El Castillo","Don Homero- Cerecita Valley",1327,2014,"70%","Ecuador",3,"Trinitario","Ecuador"
"744","Haigh","South America and Africa",701,2011,"70%","Australia",3," ","South America, Africa"
"745","Harper Macaw","Vale do Juliana, w/ nibs",1808,2016,"85%","U.S.A.",3.25," ","Brazil"
"746","Harper Macaw","Brazil Blend",1696,2015,"67%","U.S.A.",3," ","Brazil"
"747","Harper Macaw","Tome Acu E., Amazon Rainforest",1700,2015,"77%","U.S.A.",3.5," ","Brazil"
"748","Harper Macaw","Vale do Juliana E., Atlantic Forest",1700,2015,"74%","U.S.A.",3.5," ","Brazil"
"749","Heilemann","Peru",1876,2016,"64%","Germany",2.75," ","Peru"
"750","Heirloom Cacao Preservation (Brasstown)","Maya Mtn, Moho R., Toledo D., 2015",1748,2016,"70%","U.S.A.",3.25,"Amazon","Belize"
"751","Heirloom Cacao Preservation (Fruition)","Cota Brus, Terciopelo, 2015",1748,2016,"74%","U.S.A.",3.5,"Amazon mix","Costa Rica"
"752","Heirloom Cacao Preservation (Guittard)","Alto Beni, Upper Rio Beni, 2014",1239,2014,"67%","U.S.A.",3.5,"Amazon, ICS","Bolivia"
"753","Heirloom Cacao Preservation (Guittard)","Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,"67%","U.S.A.",3,"Beniano","Bolivia"
"754","Heirloom Cacao Preservation (Guittard)","Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,"67%","U.S.A.",3.75,"EET","Ecuador"
"755","Heirloom Cacao Preservation (Guittard)","Maunawili, O'ahu, Agri Research C., 2014",1243,2014,"67%","U.S.A.",3.75," ","Hawaii"
"756","Heirloom Cacao Preservation (Manoa)","Maunawili, O'ahu, Agri Research C., 2015",1744,2016,"72%","U.S.A.",3.5," ","Hawaii"
"757","Heirloom Cacao Preservation (Millcreek)","Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,"70%","U.S.A.",3.5,"EET","Ecuador"
"758","Heirloom Cacao Preservation (Mindo)","Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,"77%","U.S.A.",3.5,"EET","Ecuador"
"759","Heirloom Cacao Preservation (Zokoko)","Alto Beni, Upper Rio Beni, 2015",1744,2016,"68%","U.S.A.",3.75,"Amazon, ICS","Bolivia"
"760","Heirloom Cacao Preservation (Zokoko)","Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,"72%","U.S.A.",4,"Beniano","Bolivia"
"761","hello cocoa","Uganda",1458,2015,"57%","U.S.A.",2.75,"Forastero","Uganda"
"762","hello cocoa","Venezuela",1462,2015,"74%","U.S.A.",3.5,"Criollo","Venezuela"
"763","hexx","Tanzania",1546,2015,"70%","U.S.A.",2.75," ","Tanzania"
"764","hexx","Madagascar",1546,2015,"74%","U.S.A.",3,"Trinitario","Madagascar"
"765","hexx","Venezuela",1546,2015,"70%","U.S.A.",3," ","Venezuela"
"766","hexx","Ecuador",1550,2015,"73%","U.S.A.",3.25," ","Ecuador"
"767","hexx","Peru",1550,2015,"70%","U.S.A.",3.25," ","Peru"
"768","Hogarth","Akesson's Estate",1712,2016,"70%","New Zealand",2.75,"Trinitario","Madagascar"
"769","Hogarth","Carenero Superior",1712,2016,"72%","New Zealand",2.75,"Trinitario","Venezuela"
"770","Hogarth","Conacado",1712,2016,"75%","New Zealand",3.25,"Trinitario","Domincan Republic"
"771","Hogarth","Gran Blanco",1712,2016,"66%","New Zealand",3.5,"Criollo","Peru"
"772","Hoja Verde (Tulicorp)","Arriba",414,2009,"80%","Ecuador",2,"Forastero (Arriba) ASS","Ecuador"
"773","Hoja Verde (Tulicorp)","Manabi",414,2009,"80%","Ecuador",2.5,"Forastero (Arriba) ASS","Ecuador"
"774","Hoja Verde (Tulicorp)","Arriba",414,2009,"72%","Ecuador",3,"Forastero (Arriba) ASS","Ecuador"
"775","Hoja Verde (Tulicorp)","Arriba",414,2009,"58%","Ecuador",3.25,"Forastero (Arriba) ASS","Ecuador"
"776","Hoja Verde (Tulicorp)","Manabi",414,2009,"58%","Ecuador",3.5,"Forastero (Arriba) ASS","Ecuador"
"777","Holy Cacao","Maranon",1872,2016,"70%","Israel",2.75," ","Peru"
"778","Holy Cacao","Camino Verde P., Balao, Guayas",1466,2015,"70%","Israel",3.5," ","Ecuador"
"779","Holy Cacao","Sambirano",1466,2015,"70%","Israel",3.5,"Trinitario","Madagascar"
"780","Holy Cacao","Gran Couva",1466,2015,"70%","Israel",3.5,"Trinitario","Trinidad"
"781","Holy Cacao","Mara",1466,2015,"70%","Israel",3.5," ","Venezuela"
"782","Holy Cacao","Ivory Coast",431,2009,"70%","Israel",2.5," ","Ivory Coast"
"783","Holy Cacao","Hispaniola",431,2009,"70%","Israel",2.75," ","Dominican Republic"
"784","Holy Cacao","San Martin",431,2009,"70%","Israel",3.5," ","Peru"
"785","Holy Cacao","Hispaniola w/ nibs",431,2009,"75%","Israel",3.75," ","Dominican Republic"
"786","Honest","Ecuador, w/ nibs",1327,2014,"72%","South Africa",2.5," ","Ecuador"
"787","Hotel Chocolat","Pepiniere, single Cote",1654,2015,"70%","U.K.",2.75," ","St. Lucia"
"788","Hotel Chocolat","Marcial, single Cote, 2012",1030,2013,"70%","U.K.",4,"Trinitario","St. Lucia"
"789","Hotel Chocolat","Island Growers, 2012, 120hr c.",1113,2013,"100%","U.K.",1.75,"Trinitario","St. Lucia"
"790","Hotel Chocolat (Coppeneur)","Trinidad",1038,2013,"75%","U.K.",3,"Trinitario","Trinidad"
"791","Hotel Chocolat (Coppeneur)","Mekong Delta & Dong Nai",1038,2013,"80%","U.K.",3.5,"Trinitario","Vietnam"
"792","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara",1065,2013,"90%","U.K.",3,"Forastero (Nacional)","Ecuador"
"793","Hotel Chocolat (Coppeneur)","Somia Plantation, Akesson, 2012",1065,2013,"72%","U.K.",3,"Trinitario","Madagascar"
"794","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012",1065,2013,"82%","U.K.",3.5,"Forastero (Nacional)","Ecuador"
"795","Hotel Chocolat (Coppeneur)","Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,"100%","U.K.",2.75," ","Peru"
"796","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 2012, 120hr c.",1113,2013,"100%","U.K.",2.5,"Forastero (Nacional)","Ecuador"
"797","Hotel Chocolat (Coppeneur)","Conacado, 2012, 120hr c.",1113,2013,"100%","U.K.",2.75," ","Dominican Republic"
"798","Hotel Chocolat (Coppeneur)","Sambirano",809,2012,"66%","U.K.",3.5,"Trinitario, Criollo","Madagascar"
"799","Hotel Chocolat (Coppeneur)","Los Rios, H. Iara, 96hr c.",623,2011,"80%","U.K.",3,"Forastero (Nacional)","Ecuador"
"800","Hotel Chocolat (Coppeneur)","Island Growers, 120hr c.",623,2011,"65%","U.K.",3,"Trinitario","St. Lucia"
"801","Hotel Chocolat (Coppeneur)","Island Growers, 96hr c.",623,2011,"65%","U.K.",3.25,"Trinitario","St. Lucia"
"802","Hotel Chocolat (Coppeneur)","Ecuador",552,2010,"70%","U.K.",2.75," ","Ecuador"
"803","Hotel Chocolat (Coppeneur)","Santo Domingo",552,2010,"70%","U.K.",3," ","Dominican Republic"
"804","Hotel Chocolat (Coppeneur)","Chuao",600,2010,"70%","U.K.",2.75,"Trinitario","Venezuela"
"805","Hotel Chocolat (Coppeneur)","St. Lucia",245,2008,"72%","U.K.",3," ","St. Lucia"
"806","Hotel Chocolat (Coppeneur)","Uganda",296,2008,"80%","U.K.",2.5,"Forastero","Uganda"
"807","Hotel Chocolat (Coppeneur)","Tanzania",296,2008,"75%","U.K.",2.75," ","Tanzania"
"808","Hotel Chocolat (Coppeneur)","Uba Budo",300,2008,"72%","U.K.",3,"Forastero","Sao Tome"
"809","Hummingbird","Lam Dong",1542,2015,"70%","Canada",3.5,"Trinitario","Vietnam"
"810","Hummingbird","Bolivia",1307,2014,"70%","Canada",3,"Criollo, Trinitario","Bolivia"
"811","Hummingbird","Bolivia, Bo-nib-ia, w/ nibs",1311,2014,"70%","Canada",3,"Criollo, Trinitario","Bolivia"
"812","Hummingbird","Momotombo",1311,2014,"70%","Canada",3,"Trinitario","Nicaragua"
"813","Hummingbird","Hispaniola",1311,2014,"70%","Canada",3.75,"Trinitario","Dominican Republic"
"814","Hummingbird","Zorzal Reserva w/ Charles Kerchner",1387,2014,"70%","Canada",3.5," ","Dominican Republic"
